頁數: 1, 文章ID: 2749541, 標題: 春節敬老禮金》2025全台春節禮金「發放金額、領取時間」一次看, 來源: 網新自製, 審核日期: 2025-01-17 16:59:05, 總PV: 701010, 爬取日PV: 15
頁數: 403, 文章ID: 2740424, 標題: 實測「行人按壓鈕」　閃紅燈立刻變「亮」紅燈, 來源: SOT, 審核日期: 2025-01-05 18:02:59, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2760542, 標題: 《來吧！哪裡怕》六棒全身慘被「麟洋配」爆擊　他們告白是團粉, 來源: SOT, 審核日期: 2025-01-24 12:14:48, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2761037, 標題: 稱違禁品遭攔！詐團假冒公安穿「制服」視訊　獲利逾千萬, 來源: SOT, 審核日期: 2025-01-24 17:26:32, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2761700, 標題: 考量安保環境　日媒：石破茂暫不以觀察員參與「禁核武會議」, 來源: 中央社, 審核日期: 2025-01-25 13:38:54, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2763439, 標題: 他擋路嗆聲！　2男連鎖賣場當格鬥場互毆, 來源: SOT, 審核日期: 2025-01-27 18:40:08, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2763793, 標題: 「你進我房間」爆衝突竟互砍！兄狂奔求救, 來源: SOT, 審核日期: 2025-01-28 13:08:26, 總PV: 154, 爬取日PV: 0
頁數: 403, 文章ID: 2764060, 標題: 買爆！服飾店過年回饋2千　「裝得下」都帶回家, 來源: SOT, 審核日期: 2025-01-28 17:40:43, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2764702, 標題: 抗體也追求「奈米級」！殲滅癌細胞更精準打擊, 來源: SOT, 審核日期: 2025-01-29 22:55:50, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2764901, 標題: 給麵團聽「古典樂」　東漂老闆：讓麵包長得好, 來源: SOT, 審核日期: 2025-01-30 12:21:01, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2765280, 標題: 2山友登東郡大山失溫　黑鷹「虛飄滯空」救人, 來源: SOT, 審核日期: 2025-01-30 17:46:54, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2741924, 標題: 險！新竹警車執勤撞百萬吉普車　警車全面投保超額險, 來源: SOT, 審核日期: 2025-01-07 12:03:22, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2743231, 標題: Jisoo喪屍劇最新預告出爐！搭檔朴正民　韓網評價曝光, 來源: SOT, 審核日期: 2025-01-08 11:52:46, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2752287, 標題: FUSO eCanter earns Dream Car Award nomination for innovation, 來源: 記者自製, 審核日期: 2025-01-16 15:47:48, 總PV: 154, 爬取日PV: 0
頁數: 404, 文章ID: 2752915, 標題: 名人堂播報員Bob Uecker過世　「棒球先生」幽默伴球迷半世紀, 來源: 中央社, 審核日期: 2025-01-17 10:41:07, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2753089, 標題: 英國石油BP全球裁員7700人減成本　重建投資者信心股價漲, 來源: AI WIZE, 審核日期: 2025-01-17 13:10:56, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2759506, 標題: 公布《憲訴法》修正條文　府：宜聲請釋憲　綠赴司法院遞暫時處分, 來源: SOT, 審核日期: 2025-01-23 13:05:25, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2760712, 標題: 電玩宅男變「賽車手」　林君達靠「模擬器」圓夢, 來源: SOT, 審核日期: 2025-01-24 13:23:51, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2760701, 標題: 高雄燈會主角「吉伊卡哇」測試亮相！遊客深夜圍觀搶先目睹, 來源: SOT, 審核日期: 2025-01-24 13:28:27, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2739551, 標題: 日本9天年假尾聲迎收假高峰　新幹線、民航機班班客滿, 來源: 中央社, 審核日期: 2025-01-04 17:04:42, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2739787, 標題: 1年賣兩億杯咖啡「渣與瓶」變身保養品！台灣減塑怎跟上　環團：降低石化產業, 來源: SOT, 審核日期: 2025-01-04 21:46:31, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2761730, 標題: 買年菜！　東門市場熟食區人潮爆　民眾：圍爐加菜, 來源: SOT, 審核日期: 2025-01-25 12:54:09, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2749295, 標題: 過年走春必訪！山海美景、老宅品味　特色咖啡廳一次看, 來源: 網新自製, 審核日期: 2025-01-26 08:59:59, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2762626, 標題: 開挖20年終於通車　希臘搭新地鐵可賞30萬件古文物, 來源: SOT, 審核日期: 2025-01-26 17:14:55, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2762688, 標題: 4千元羽絨外套「染色洗壞」　業者控：沒告知狀況, 來源: SOT, 審核日期: 2025-01-26 17:57:24, 總PV: 153, 爬取日PV: 1
頁數: 404, 文章ID: 2763834, 標題: 民眾不捨！東南亞秀泰影城「月底歇業」　預告將拓點大巨蛋, 來源: SOT, 審核日期: 2025-01-28 13:21:28, 總PV: 153, 爬取日PV: 0
頁數: 404, 文章ID: 2747073, 標題: 冰火二重天！美國東南部降雪不止　碎冰砸破擋風玻璃, 來源: SOT, 審核日期: 2025-01-11 18:20:33, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2749920, 標題: 要劫囚？婦開車逆向路中　擋台中地院囚車前, 來源: SOT, 審核日期: 2025-01-14 18:40:58, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2750690, 標題: 華梵大學美術教室火警　學生作品恐燒毀, 來源: SOT, 審核日期: 2025-01-15 13:35:33, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2751186, 標題: 兩岸協商　恢復觀光國台辦：92共識下不反對, 來源: SOT, 審核日期: 2025-01-15 17:51:54, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2751479, 標題: 韓國人看尹錫悅被捕！支持、反對彈劾「陣營拉鋸」, 來源: 中央社, 審核日期: 2025-01-15 21:15:58, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2753241, 標題: 中國駭客攻擊！美財政部指「重大事件」　財長葉倫電腦受害, 來源: 中央社, 審核日期: 2025-01-17 16:02:02, 總PV: 152, 爬取日PV: 0
頁數: 404, 文章ID: 2754158, 標題: 最高法院決定沒用！　TikTok禁令何時執行　拜登：川普說了算, 來源: SOT, 審核日期: 2025-01-18 14:15:12, 總PV: 152, 爬取日PV: 0
頁數: 405, 文章ID: 2754276, 標題: 恐龍的皮唱進戲院！地球好友驚喜站台　談過年喊孤單：求蹭飯, 來源: AI WIZE, 審核日期: 2025-01-18 14:35:07, 總PV: 152, 爬取日PV: 0
頁數: 405, 文章ID: 2739302, 標題: 2024成巴西史上最熱一年　1/3領土曾處嚴重乾旱, 來源: 中央社, 審核日期: 2025-01-04 11:29:38, 總PV: 152, 爬取日PV: 0
頁數: 405, 文章ID: 2753713, 標題: 好市多溫水洗手台獲讚貼心　網誇：五星級大賣場！, 來源: 鏡週刊, 審核日期: 2025-01-18 11:02:53, 總PV: 151, 爬取日PV: 0
頁數: 405, 文章ID: 2741626, 標題: 政局動盪不安嚇跑外資　南韓GDP「保2」恐無望, 來源: SOT, 審核日期: 2025-01-06 22:12:10, 總PV: 151, 爬取日PV: 0
頁數: 405, 文章ID: 2744452, 標題: 桃機一航登機口竄濃煙　入境旅客不敢走, 來源: SOT, 審核日期: 2025-01-09 12:31:44, 總PV: 151, 爬取日PV: 0
頁數: 405, 文章ID: 2743384, 標題: 消費者不滿「胡椒撒太多」!　持手電筒和老闆演全武行, 來源: SOT, 審核日期: 2025-01-08 14:48:01, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2745098, 標題: 韓人不畏寒流再聚官邸　檢警策畫二次逮捕, 來源: SOT, 審核日期: 2025-01-09 19:15:05, 總PV: 150, 爬取日PV: 1
頁數: 405, 文章ID: 2750129, 標題: 各家品牌「改裝」拚客源　搶攻藥妝2千億商機, 來源: SOT, 審核日期: 2025-01-14 22:24:35, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2758207, 標題: 宛如煉獄！土耳其滑雪飯店暗夜惡火　房客跳窗逃生, 來源: SOT, 審核日期: 2025-01-22 13:01:30, 總PV: 150, 爬取日PV: 1
頁數: 405, 文章ID: 2759666, 標題: 環境部：9成挺自帶旅宿用品　可年減4.6億個備品, 來源: 中央社, 審核日期: 2025-01-23 15:20:41, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2752120, 標題: 近百萬美國「TikTok難民」湧入　小紅書急聘英文審核員, 來源: 中央社, 審核日期: 2025-01-16 15:25:39, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2754281, 標題: 澳網／詹皓晴再傳捷報！直落二闖女雙16強　強碰大陸好手張帥, 來源: 中央社, 審核日期: 2025-01-18 15:36:34, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2736340, 標題: 美股封關日標普連四黑　川普關稅政策添隱憂, 來源: SOT, 審核日期: 2025-01-01 14:48:57, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2736355, 標題: 昔日微軟今朝Google　牽涉眾多科技合作拆分不易, 來源: SOT, 審核日期: 2025-01-01 15:04:13, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2737189, 標題: 尹錫悅彈劾何時有結果？韓媒：憲法法院高機率4/18前宣判, 來源: 中央社, 審核日期: 2025-01-02 14:04:01, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2739785, 標題: 安寧緩和搭病人自主善終權　漸受民眾重視, 來源: SOT, 審核日期: 2025-01-04 21:22:23, 總PV: 150, 爬取日PV: 0
頁數: 405, 文章ID: 2740185, 標題: 河北張家口市場爆炸！趕辦年貨人潮多　攤商民眾逃生不及釀8死15傷, 來源: SOT, 審核日期: 2025-01-05 13:20:02, 總PV: 150, 爬取日PV: 3
頁數: 405, 文章ID: 2737701, 標題: 黑吃黑！少年車手私吞20萬　遭4男搶錢痛毆, 來源: SOT, 審核日期: 2025-01-02 17:31:57, 總PV: 149, 爬取日PV: 1
頁數: 405, 文章ID: 2740130, 標題: 比平均值多兩倍! 日本青森縣歷史性大雪 弘前積雪破1m, 來源: SOT, 審核日期: 2025-01-05 13:43:20, 總PV: 149, 爬取日PV: 0
頁數: 405, 文章ID: 2749393, 標題: 移動機房藏轎車　沿路撥「詐騙電話」擾千人, 來源: SOT, 審核日期: 2025-01-14 13:30:46, 總PV: 149, 爬取日PV: 0
頁數: 405, 文章ID: 2751380, 標題: 「小犬」颳飛床墊　騎士撞翻喪命床主不起訴, 來源: SOT, 審核日期: 2025-01-15 19:28:24, 總PV: 149, 爬取日PV: 1
頁數: 405, 文章ID: 2743073, 標題: 影音／告五人接30場尾牙「鬆口離台計畫」　4月赴高雄開唱倒數, 來源: 網新自製, 審核日期: 2025-01-08 09:45:27, 總PV: 149, 爬取日PV: 0
頁數: 405, 文章ID: 2751027, 標題: 全台一周財損24.7億!愛爾麗集團集結企業 邀台灣隊長陳傑憲宣導反詐 轟「詐」全壘打, 來源: 業務行銷, 審核日期: 2025-01-15 23:00:10, 總PV: 149, 爬取日PV: 0
頁數: 405, 文章ID: 2753522, 標題: 獻給李玟！月光雕像模樣曝　二姊證實：已斷聯Bruce, 來源: SOT, 審核日期: 2025-01-17 17:20:57, 總PV: 149, 爬取日PV: 0
頁數: 405, 文章ID: 2754885, 標題: 像爆爆珠又神似史萊姆！廣東沿海「謎樣物體」暴增　專家籲別下水, 來源: SOT, 審核日期: 2025-01-19 12:05:17, 總PV: 149, 爬取日PV: 0
頁數: 406, 文章ID: 2756877, 標題: 影音／瑪莎點歌狂學新加坡女粉口音！　爆氣勸歌迷：要知足啊, 來源: 網新自製, 審核日期: 2025-01-21 11:05:48, 總PV: 149, 爬取日PV: 0
頁數: 406, 文章ID: 2749716, 標題: 花蓮酒吧衝突！5嫌持棍棒、酒瓶狂K後落跑　1男頭重創「滿臉血」, 來源: 網新自製, 審核日期: 2025-01-14 15:55:26, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2750688, 標題: 車陷火海！女酒駕自撞分隔島　乘客「連坐罰」, 來源: SOT, 審核日期: 2025-01-15 13:33:50, 總PV: 148, 爬取日PV: 1
頁數: 406, 文章ID: 2750720, 標題: 「線上光明燈」夯！　11家廟宇點出800萬商機, 來源: SOT, 審核日期: 2025-01-15 15:44:19, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2763353, 標題: 耗時3年完工！海軍官校「水壓實驗室」首曝光, 來源: SOT, 審核日期: 2025-01-27 18:32:40, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2764896, 標題: 小朋友最愛！民宿溜滑梯、吊橋　老闆動手DIY, 來源: SOT, 審核日期: 2025-01-30 12:19:40, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2752457, 標題: 駕駛與警對峙　原來藏500包「拉布布」毒咖啡, 來源: SOT, 審核日期: 2025-01-16 17:51:35, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2752481, 標題: 公車狂按喇叭！　外籍男女「專用道玩滑板」竄車道, 來源: SOT, 審核日期: 2025-01-16 18:12:48, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2753098, 標題: 花蓮「黑吃黑搶350萬」　作案車翻過中央山脈草屯撞車, 來源: SOT, 審核日期: 2025-01-17 12:52:40, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2754721, 標題: 加薩停火協議將生效！以色列擬釋放逾1890名巴勒斯坦囚犯, 來源: 中央社, 審核日期: 2025-01-19 09:26:40, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2743295, 標題: 防青鳥衝進來？　立法院圍牆「加高鐵絲網」, 來源: SOT, 審核日期: 2025-01-08 12:36:58, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2744000, 標題: 眼鏡度數不足看嘸清　恐致全身肌肉痠痛, 來源: SOT, 審核日期: 2025-01-08 22:55:34, 總PV: 148, 爬取日PV: 0
頁數: 406, 文章ID: 2740813, 標題: Taichung expands bus fare discounts to foreign residents, 來源: AI中英協作, 審核日期: 2025-01-07 07:00:00, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2744472, 標題: 影音／蔡阿嘎「蘿拉事件」後首露面！　自爆「討回一點」年終不受影響：回饋受難同仁, 來源: 網新自製, 審核日期: 2025-01-09 11:51:39, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2744405, 標題: 《祕書俱樂部》賴雅妍陷情感掙扎！　張軒睿全新感情線　鄭芯恩熱烈追求, 來源: SOT, 審核日期: 2025-01-09 12:08:44, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2744984, 標題: 又是「路怒症」？疑校車狂「叭」前車不滿開打, 來源: SOT, 審核日期: 2025-01-09 18:25:23, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2745580, 標題: 請「乘十」非誠實！重利暴力討債集團惡形惡狀　警攻堅逮人, 來源: SOT, 審核日期: 2025-01-10 12:23:41, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2738209, 標題: 影音／典典寶寶跟流行吵著看〈APT.〉！　餵食貓咪被包圍超崩潰：怕怕, 來源: 網新自製, 審核日期: 2025-01-03 09:30:09, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2740124, 標題: 洗得乾淨嗎？「大水桶」洗牛排鐵板　業者出面澄清, 來源: SOT, 審核日期: 2025-01-05 14:03:13, 總PV: 147, 爬取日PV: 1
頁數: 406, 文章ID: 2756662, 標題: 【中油爆菊性騷1】前輩對他「童子拜觀音」還嗆聲　被害人申訴考績變乙等, 來源: 鏡週刊, 審核日期: 2025-01-21 10:49:16, 總PV: 147, 爬取日PV: 1
頁數: 406, 文章ID: 2757432, 標題: 春節東部客運僅售6.6％　花東票爽享6折優惠、轉乘免費搭, 來源: AI WIZE, 審核日期: 2025-01-21 17:13:47, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2760007, 標題: 清潔隊員丟工作挾怨報復！誣指冬山鄉長貪汙　滿街亂塗鴉遭送辦, 來源: AI WIZE, 審核日期: 2025-01-23 17:27:14, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2754385, 標題: 川普上任／粉絲狂搶周邊商品　限量交通卡「價格翻25倍」, 來源: 網新自製, 審核日期: 2025-01-18 16:57:16, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2754939, 標題: 男倒路中央遭輾斃　曳引車司機落跑遭逮, 來源: SOT, 審核日期: 2025-01-19 12:38:31, 總PV: 147, 爬取日PV: 0
頁數: 406, 文章ID: 2762420, 標題: 陸大雪擾春運返鄉　客擠爆車站打地鋪多地傳轎車自燃, 來源: SOT, 審核日期: 2025-01-26 12:56:20, 總PV: 147, 爬取日PV: 0
頁數: 407, 文章ID: 2763342, 標題: 全國首支工廠救火「重機具隊」！拆鐵皮搶時間, 來源: SOT, 審核日期: 2025-01-27 18:26:02, 總PV: 147, 爬取日PV: 0
頁數: 407, 文章ID: 2761902, 標題: 全漏出！　曳引車轉彎「150桶食用油桶」遭甩落, 來源: SOT, 審核日期: 2025-01-25 18:46:57, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2737164, 標題: 114國中會考5/17、18舉行　1/3網路公告簡章, 來源: AI WIZE, 審核日期: 2025-01-02 11:23:38, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2739827, 標題: 太常塞！林口交流道改善工程「趕工中」　進度超前1%, 來源: SOT, 審核日期: 2025-01-04 20:45:55, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2750612, 標題: 《BJ單身日記》睽違8年回歸！　布莉琪喪夫「小鮮肉猛烈追求」迎接最終章, 來源: SOT, 審核日期: 2025-01-15 13:20:25, 總PV: 146, 爬取日PV: 1
頁數: 407, 文章ID: 2741315, 標題: 奧地利組閣破局總理請辭　德國大選抗阻極右崛起, 來源: SOT, 審核日期: 2025-01-06 19:26:19, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2743239, 標題: 搶春節財！　超巨1億鈔票餅PK雞腿、紅龜粿麵包, 來源: SOT, 審核日期: 2025-01-08 12:24:54, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2744598, 標題: 前日相菅義偉出席卡特國葬　會晤前駐日大使強調「日美同盟」, 來源: 中央社, 審核日期: 2025-01-09 14:04:29, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2751871, 標題: 學測倒數！「＄1200祈福＋供品」　文昌宮湧萬人, 來源: SOT, 審核日期: 2025-01-16 12:44:13, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2755810, 標題: 追思華航董座謝世謙！陳世凱：民航界的損失, 來源: SOT, 審核日期: 2025-01-20 14:37:58, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2756095, 標題: 菲國逮捕可疑中國間諜　攜「即時資料傳送器」探菲美軍事基地, 來源: 中央社, 審核日期: 2025-01-20 16:55:27, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2758258, 標題: 超車爆衝突！3男車停路中央站　分隔島互毆, 來源: SOT, 審核日期: 2025-01-22 13:53:38, 總PV: 146, 爬取日PV: 0
頁數: 407, 文章ID: 2762415, 標題: 長黑頭＝破財？醫授「低成本去黑頭」3步驟　過年養出水煮蛋肌, 來源: 女大, 審核日期: 2025-01-26 12:02:16, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2737537, 標題: 影音／五月天阿信認「2024年不平靜」　跨年唱新歌〈任性〉告白五迷, 來源: 網新自製, 審核日期: 2025-01-02 15:04:28, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2737906, 標題: 「料理女王」陸巧因回嘉推蔬果專書　展現嘉鄉飲食文化, 來源: 記者自製, 審核日期: 2025-01-02 18:34:35, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2738318, 標題: 店家拒收無罰則　民眾提前確認店家規定, 來源: SOT, 審核日期: 2025-01-03 12:10:56, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2738364, 標題: 美元旦2起恐攻曝多個驚人巧合　兇嫌皆出身美軍曾駐紮阿富汗, 來源: SOT, 審核日期: 2025-01-03 15:22:11, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2753030, 標題: 川普就職日氣溫急凍　恐下探至零下11度C, 來源: SOT, 審核日期: 2025-01-17 12:34:17, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2755415, 標題: 2砂石車「會車」擦撞！　失控翻落堤防駕駛身亡, 來源: SOT, 審核日期: 2025-01-19 23:01:24, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2742343, 標題: 台北松山「家樂福」電動車火警演習　挑戰春節購物安全, 來源: AI WIZE, 審核日期: 2025-01-07 15:55:27, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2745725, 標題: 樓梯間女持刀暴怒　鄰居：抱2歲嬰險遇到, 來源: SOT, 審核日期: 2025-01-10 13:50:04, 總PV: 145, 爬取日PV: 0
頁數: 407, 文章ID: 2745091, 標題: 委總統就職倒數　反對黨候選人巡訪美洲　擬返國執政, 來源: SOT, 審核日期: 2025-01-09 19:22:39, 總PV: 144, 爬取日PV: 0
頁數: 407, 文章ID: 2747518, 標題: 流感大魔王！學測12.1萬人應試　醫：口罩戴好, 來源: SOT, 審核日期: 2025-01-12 12:44:13, 總PV: 144, 爬取日PV: 0
頁數: 407, 文章ID: 2758246, 標題: 綠控直播「國防預算」　葉元之駁：沒拍到機密, 來源: SOT, 審核日期: 2025-01-22 13:47:24, 總PV: 144, 爬取日PV: 0
頁數: 407, 文章ID: 2751495, 標題: 有仙人掌桿菌！　饗饗質疑檢體被汙染　衛生局駁斥, 來源: SOT, 審核日期: 2025-01-15 21:26:26, 總PV: 144, 爬取日PV: 0
頁數: 408, 文章ID: 2754512, 標題: 台中「年貨街」秤重買糖　民眾控過期快1年, 來源: SOT, 審核日期: 2025-01-18 19:37:18, 總PV: 144, 爬取日PV: 0
頁數: 408, 文章ID: 2737276, 標題: 因原文會遭王鴻薇嗆翻車　蘇巧慧：祝她新年快樂, 來源: SOT, 審核日期: 2025-01-02 13:07:26, 總PV: 144, 爬取日PV: 9
頁數: 408, 文章ID: 2737524, 標題: 影音／FEniX團員挑戰金庫成語　題目一出胡瓜Sandra：這什麼東西, 來源: 網新自製, 審核日期: 2025-01-02 14:52:50, 總PV: 144, 爬取日PV: 0
頁數: 408, 文章ID: 2737628, 標題: 騰空飛起！騎士疑闖紅燈挨撞　右腿骨折無生命危險, 來源: SOT, 審核日期: 2025-01-02 18:53:58, 總PV: 144, 爬取日PV: 0
頁數: 408, 文章ID: 2736230, 標題: 大停電！波多黎各130萬人摸黑跨年　復電至少得等1天, 來源: 網新自製, 審核日期: 2025-01-01 09:32:30, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2736203, 標題: 後台獨家直擊！Apink中文喊「新年快樂」　李聖傑清唱《痴心絕對》, 來源: SOT, 審核日期: 2025-01-01 10:30:38, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2736704, 標題: 山陀兒吹亂工地桶子　砸中停車場4車　建商不賠, 來源: SOT, 審核日期: 2025-01-01 17:55:59, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2747088, 標題: 紅毛毯女遊走國道　紅斑馬攔人稱「走錯路」, 來源: SOT, 審核日期: 2025-01-11 18:31:09, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2764524, 標題: 初一走春！廟宇、景點湧車潮　公路局曝「5省道易壅塞路段」, 來源: 中央社, 審核日期: 2025-01-29 15:42:06, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2764700, 標題: 想養「丁滿」嗎？飼養稀有寵物請先停看聽, 來源: SOT, 審核日期: 2025-01-29 22:58:47, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2757689, 標題: 試管嬰補助成效！夫妻7年花百萬失敗、補助圓夢, 來源: SOT, 審核日期: 2025-01-21 19:13:18, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2760920, 標題: 春節追劇注意！醫點「最佳看片時長」配眨眼操　防乾眼症找上門, 來源: 網新自製, 審核日期: 2025-01-24 16:34:57, 總PV: 143, 爬取日PV: 0
頁數: 408, 文章ID: 2761047, 標題: 影音／敖犬升格人夫「婚禮進度」全說了！　甜喊：值得跟我走一輩子的好女人, 來源: 網新自製, 審核日期: 2025-01-24 16:42:17, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2746297, 標題: 送他去醫院！乘客遭刀砍傷　運將直奔警局, 來源: SOT, 審核日期: 2025-01-10 18:57:13, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2746535, 標題: 2層鐵皮民宅起火　獨居男狂逃虛弱送醫, 來源: SOT, 審核日期: 2025-01-10 22:53:03, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2749148, 標題: 拜登卸任倒數！親曝正「全力推動」以哈協議　停火接近實現, 來源: AI WIZE, 審核日期: 2025-01-14 09:20:18, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2749436, 標題: 上班來不及！2車「搶快碰撞」　波及3汽機車, 來源: SOT, 審核日期: 2025-01-14 13:40:33, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2749500, 標題: 連發戰鬥邀請！市區危險追車　中投公路又亮棍, 來源: SOT, 審核日期: 2025-01-14 15:07:02, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2740020, 標題: 影音／王子揭弟吸金「去年抵前十年」　登棒棒堂顏值擔當吐心聲, 來源: 網新自製, 審核日期: 2025-01-05 10:01:56, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2740161, 標題: 返鄉人潮增！澎湖再爭取「春節包機」逾4千機位　2波開票日期曝, 來源: 中央社, 審核日期: 2025-01-05 17:37:32, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2740993, 標題: 玉山氣象站忙掃雪！太陽能板、風速儀急凍, 來源: SOT, 審核日期: 2025-01-06 14:07:54, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2742340, 標題: 就像買白菜！陸年前搶黃金人潮擠爆深圳水貝　客流激增四成, 來源: SOT, 審核日期: 2025-01-07 18:53:12, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2743083, 標題: 影音／李榮浩深情演唱1秒尷尬！　褲子被勾住糗翻喊「爸爸媽媽」, 來源: 網新自製, 審核日期: 2025-01-08 09:52:16, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2743276, 標題: 電路板工廠燒3天　釀廢水汙染最重恐罰600萬, 來源: SOT, 審核日期: 2025-01-08 12:35:35, 總PV: 142, 爬取日PV: 0
頁數: 408, 文章ID: 2761769, 標題: 花蓮日式舊警察宿舍「烈焰狂燒」　3木造平房全毀, 來源: 網新自製, 審核日期: 2025-01-25 14:21:15, 總PV: 142, 爬取日PV: 0
頁數: 409, 文章ID: 2762274, 標題: 川普獲邀3月赴國會聯席會議　重掌政權後首向議員演說, 來源: 中央社, 審核日期: 2025-01-26 10:20:37, 總PV: 142, 爬取日PV: 0
